lob_1_desc,ci_industry,no_of_banks,cr_credit_rating,cl_total_revenue_ytd,Revenue_2017,Revenue_2018,Revenue_2019,Revenue_2020,Revenue_2021,tot_rev_ytd,Cost_2017,Cost_2018,Cost_2019,Cost_2020,Cost_2021,tot_cost_ytd,2017_profit,2018_profit,2019_profit,2020_profit,2021_profit,total_profit,limit_cons,limit_mb,actual_try_revenue,actual_plm_revenue,actual_trade_revenue,actual_loan_revenue,actual_investment_banking_revenue,loan_nii,od_nii,stl_nii,syndication_revenue,real_estate_revenue,dect_capital_mkt_revenue,ipo_revenue,merger_acquisition_revenue,doc_collection_revenue,trust_receipt_revenue,letter_of_credit_revenue,export_lc_revenue,export_lafb_revenue,export_fbp_revenue,export_doc_collection_revenue,export_lc_discounting_revenue,factoring_lrd_revenue,factoring_nonlrd_revenue,letter_of_guarantee_revenue,counter_letter_of_guarantee_revenue,two_factor_i_and_e_factoring_under_fci_and_collections_revenue,buyer_led_supplier_finance_revenue,strcutured_trade_and_commodity_finance_revenue,core_payments_float_revenue,matrix_mbol_fee_revenue,recoveries_tt_fee_revenue,h2h_gr_swift_echqs_revenue,cardless_cash_revenue,cash_delivery_lcy_and_fcy_revenue,deposits_revenue,cash_concentration_revenue,cash_sweeping_revenue,notional_pooling_revenue,interest_optimization_and_enhancement_revenue,cash_management_commission_revenues_ytd,cash_management_fx_fee_ytd,cash_management_revenue,cash_docs_collection_revenue,virtual_accounts_ccs_monster_machines_revenue,dd_chq_collection_revenue,corporate_credit_card_revenue,core_payments_revenue,pos_revenue,liquidity_management_revenue,core_collection_revenue,fx_flow_revenue,rates_flow_revenue,irs_ccs_swaptions_revenue,fx_swaps_swaptions_revenue,reverse_repo_revenue,trading_of_debt_securities_revenue,treasury_services_try_brokerage_ytd,treasury_services_try_asset_management_ytd,treasury_services_try_mis_ytd,no_of_months_inactive_ly,is_inactive,total_active_period,ci_customer_group_identification,customer_id,RelationshipManager,customer_lv_title,group_lv_title
Trading Companies,None,3.0,10.0,0.0,11597.118,0.0,0.0,0.0,0.0,11597.118,2931.285,0.0,0.0,0.0,0.0,2931.285,8665.833,0.0,0.0,0.0,0.0,8665.833,904025000.0,184755450.0,0.0,0.0,0.0,11597.0,0.0,11597.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,54.0,10157529.0,1028,16,821,6460
Trading Companies,Offices of Other Holding Cos.,4.0,12.0,6769827.03,15790551.47,34611268.72,9197488.215,5733736.355,6769827.03,72102871.78,1070226.719,3605550.645,3945147.37,2926938.852,1975089.737,13522953.32,14720324.75,31005718.07,5252340.845,2806797.503,4794737.2930000005,58579918.46,13777990000.0,6202109960.0,11488957.0,1233554.0,4534026.0,53128904.0,1500000.0,53128904.0,0.0,0.0,0.0,1500000.0,0.0,0.0,0.0,0.0,1963739.0,652783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1917502.0,0.0,0.0,0.0,0.0,1022860.0,94350.0,95793.0,0.0,0.0,0.0,2471.0,0.0,0.0,0.0,0.0,2770.0,0.0,2770.0,0.0,0.0,0.0,15304.0,1215479.0,0.0,2770.0,0.0,719721.0,0.0,10769236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1030,17,4796,1094
Trading Companies,Service Establishment Equipment and Supplies Merchant Wholesalers,0.0,17.0,4774.94,15974.947,13559.931,17743.12,14439.13,4774.94,66492.068,23661.302000000003,17742.828999999998,15849.542,18687.683999999997,11039.219,86980.576,-7686.355,-4182.898,1893.578,-4248.554,-6264.279,-20488.508,0.0,0.0,3228.0,17623.0,2179.0,3655.0,0.0,3655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.0,0.0,0.0,0.0,0.0,11130.0,5600.0,892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17623.0,0.0,0.0,0.0,3228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10005454.0,1031,9,3821,3821
Trading Companies,None,0.0,23.0,0.0,3698.031,2136.709,0.0,0.0,0.0,5834.74,1073.514,611.544,0.0,0.0,0.0,1685.058,2624.5170000000003,1525.165,0.0,0.0,0.0,4149.682,0.0,0.0,131.0,4732.0,0.0,970.0,0.0,970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.0,2110.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4732.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10878174.0,1033,2,3706,1042
Services & Manufacturing,None,0.0,0.0,0.0,45769.574,53501.194,4741.762,0.0,0.0,104012.53,37613.309,26647.308999999997,1491.674,0.0,0.0,65752.292,8156.265,26853.885,3250.0879999999997,0.0,0.0,38260.238,0.0,0.0,0.0,91307.0,0.0,12704.0,0.0,12704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10006150.0,1034,19,6851,6851
Trading Companies,None,0.0,0.0,0.0,18305.0,4448.781,0.0,0.0,0.0,22753.781000000003,9217.377,3778.053,0.0,0.0,0.0,12995.43,9087.623,670.7280000000001,0.0,0.0,0.0,9758.351,0.0,0.0,0.0,13221.0,0.0,3382.0,0.0,3382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10006264.0,1035,20,4764,4764
Trading Companies,"Plumbing, Heating, and Air Conditioning Contractors",0.0,17.0,0.0,29841.113999999998,7010.4619999999995,0.0,0.0,0.0,36851.576,13219.196000000002,3452.7940000000003,0.0,0.0,0.0,16671.99,16621.918,3557.6679999999997,0.0,0.0,0.0,20179.586,0.0,0.0,386.0,9266.0,3150.0,24046.0,0.0,24046.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3150.0,0.0,0.0,0.0,0.0,4346.0,4600.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9266.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10006614.0,1036,9,5037,5037
Trading Companies,Fresh Fruit and Vegetable Merchant Wholesalers,0.0,17.0,8267.595,26535.402000000002,18494.218999999997,8008.094,29037.132999999998,8267.595,90342.44300000001,47075.39599999999,22064.277000000002,12564.507,22694.838,12263.555,116662.573,-20539.994,-3570.058,-4556.413,6342.295,-3995.96,-26320.13,0.0,0.0,12460.0,33702.0,30579.0,11795.0,0.0,11795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5119.0,0.0,6960.0,16209.0,0.0,0.0,0.0,0.0,0.0,0.0,2288.0,0.0,0.0,0.0,0.0,15508.0,5600.0,12592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33702.0,0.0,0.0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1038,21,2958,2958
Trading Companies,"Manufacturing Industries, Not Elsewhere Classified",3.0,18.0,8778.905,610509.546,246034.049,14385.167,187005.937,8778.905,1066713.604,527942.215,335957.395,311468.64,21115.697,10197.796999999999,1206681.744,82567.33099999999,-89923.34599999999,-297083.473,165890.24,-1418.892,-139968.14,1741750000.0,31353880.0,206926.0,425736.0,198914.0,115607.0,73500.0,115607.0,0.0,0.0,0.0,73500.0,0.0,0.0,0.0,18347.0,0.0,0.0,15736.0,0.0,0.0,0.0,0.0,0.0,0.0,164578.0,1099.0,0.0,0.0,0.0,103023.0,0.0,16511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306200.0,0.0,306200.0,0.0,0.0,0.0,0.0,119536.0,0.0,306200.0,0.0,206926.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1040,17,82,1094
Trading Companies,None,4.0,14.0,0.0,329.44699999999995,100.166,0.0,0.0,0.0,429.61300000000006,172.25,18.898,0.0,0.0,0.0,191.148,157.197,81.268,0.0,0.0,0.0,238.465,100890000.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10145158.0,1041,9,4619,6912
Services & Manufacturing,None,0.0,17.0,0.0,11230.618,10305.284,1073.617,0.0,0.0,22609.519,5409.170999999999,5061.807,559.786,280.64099999999996,163.099,11474.503999999999,5821.446999999999,5243.477,513.831,-280.64099999999996,-163.099,11135.015,0.0,0.0,0.0,17616.0,2751.0,2240.0,0.0,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751.0,0.0,0.0,0.0,0.0,15906.0,0.0,0.0,0.0,0.0,0.0,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10007878.0,1042,13,2366,2366
Contracting Finance,"Heavy Construction, Not Elsewhere Classified",2.0,12.0,0.0,128450.0,632.3,0.0,0.0,0.0,129082.3,0.0,0.0,5280.5,3513.449,0.0,8793.949,128450.0,632.3,-5280.5,-3513.449,0.0,120288.351,3700103000.0,3700000000.0,0.0,0.0,129082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10008403.0,1043,22,2961,2961
Trading Companies,Commercial Banking,5.0,15.0,2679103.7369999997,3017713.9269999997,3337459.374,2305544.961,3723405.403,2679103.7369999997,15063227.4,266563.154,1164003.568,319260.221,410103.31299999997,382214.785,2542145.0409999997,2751150.773,2173455.806,1986284.74,3313302.09,2296888.952,12521082.36,4421840000.0,1105542890.0,217066.0,899653.0,2625186.0,11321313.0,0.0,11321313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320.0,0.0,2639042.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,-16876.0,0.0,0.0,0.0,0.0,835123.0,1438.0,63089.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899653.0,0.0,0.0,0.0,217066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10008829.0,1044,16,84,84
Services & Manufacturing,Family Clothing Stores,0.0,0.0,13423.364,171924.90600000002,197849.51100000003,98830.085,38108.727,13423.364,520136.593,30016.06,22421.492000000002,34431.449,12018.503,8808.314,107695.81800000001,141908.846,175428.01899999997,64398.636,26090.224,4615.05,412440.775,0.0,0.0,379712.0,102815.0,0.0,17810.0,0.0,17810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85059.0,4200.0,13551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102815.0,0.0,0.0,0.0,379712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10009639.0,1045,13,7939,7939
Services & Manufacturing,None,0.0,0.0,79.34,1811.484,2644.2670000000003,367.004,264.383,79.34,5166.478,314.73,698.643,69.931,100.531,77.857,1261.692,1496.754,1945.624,297.073,163.852,1.483,3904.7859999999996,0.0,0.0,283.0,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4871.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,0.0,56.0,10135421.0,1046,23,415,545
Contracting Finance,"General Contractors Residential Buildings, other than SingleFamily",0.0,15.0,6355.959,17575.515,21145.377,15588.081,11974.573,6355.959,72639.505,13943.603000000001,11094.308,4693.8,6138.611999999999,3180.8979999999997,39051.221,3631.9120000000003,10051.069,10894.281,5835.960999999999,3175.0609999999997,33588.284,0.0,0.0,0.0,65132.0,0.0,4760.0,0.0,4760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50163.0,11600.0,3368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10010880.0,1047,22,6451,6451
Contracting Finance,"Highway, Street, and Bridge Construction",0.0,16.0,251015.288,479146.37200000003,859472.63,572459.23,238337.336,251015.288,2400430.856,426740.62799999997,623386.966,469547.80100000004,298136.602,128985.396,1946797.3930000002,52405.744000000006,236085.664,102911.429,-59799.265999999996,122029.89199999999,453633.463,0.0,0.0,20815.0,336838.0,749118.0,1048432.0,0.0,1048432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59646.0,47315.0,0.0,0.0,0.0,0.0,0.0,0.0,642124.0,28.0,0.0,0.0,0.0,69602.0,500.0,30884.0,0.0,0.0,0.0,186264.0,0.0,0.0,0.0,0.0,11685.0,0.0,11685.0,0.0,0.0,0.0,37895.0,287255.0,0.0,11685.0,0.0,20815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10011592.0,1048,24,4067,4067
Trading Companies,Other Misc. Nondurable Goods Merchant Wholesalers,0.0,17.0,1475.531,2198.282,701.6489999999999,1399.016,2410.3779999999997,1475.531,8184.856,258.407,217.625,306.197,133.394,50.38399999999999,966.007,1939.875,484.024,1092.819,2276.984,1425.1470000000002,7218.849,0.0,0.0,0.0,2393.0,4039.0,1749.0,0.0,1749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4039.0,0.0,0.0,0.0,0.0,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10011654.0,1049,9,1044,1044
"Public, Healthcare, Education & Energy",Elementary and Secondary Schools,0.0,17.0,74996.93400000001,239845.00199999998,306022.252,412271.075,246020.947,74996.93400000001,1279156.21,276580.464,243466.25199999998,184554.562,129166.347,63491.556,897259.181,-36735.462,62556.0,227716.513,116854.6,11505.378,381897.029,0.0,0.0,50274.0,1129882.0,1143.0,61604.0,0.0,61604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1143.0,0.0,0.0,0.0,0.0,1057067.0,5600.0,2205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65008.0,0.0,65008.0,0.0,0.0,0.0,0.0,1064874.0,0.0,65008.0,0.0,50274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10011729.0,1050,25,5240,5240
Trading Companies,Specialty Canning,3.0,14.0,385122.13200000004,639600.505,1227922.153,1393574.105,848478.7559999999,385122.13200000004,4494697.651000001,158571.18300000002,392383.658,368585.86799999996,225260.143,79741.702,1224542.554,481029.32200000004,835538.495,1024988.2370000001,623218.613,305380.43,3270155.097,742060000.0,425000000.0,464873.0,1490669.0,1245422.0,287936.0,0.0,287936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365904.0,0.0,409369.0,242716.0,0.0,0.0,0.0,0.0,0.0,0.0,227427.0,0.0,0.0,0.0,0.0,1265083.0,13240.0,212343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490669.0,0.0,0.0,0.0,464873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10155882.0,1051,26,1682,3588
Trading Companies,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",1.0,17.0,190639.43899999998,315986.469,254501.69,236697.082,208678.428,190639.43899999998,1206503.108,179088.582,169877.921,134508.488,106446.435,51890.709,641812.135,136897.887,84623.769,102188.594,102231.993,138748.73,564690.973,222112000.0,22116000.0,410277.0,546760.0,219923.0,16395.0,0.0,16395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,100789.0,118622.0,0.0,0.0,0.0,0.0,253051.0,11200.0,51903.0,0.0,0.0,0.0,230100.0,0.0,0.0,0.0,0.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,546260.0,0.0,500.0,0.0,410277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1052,21,1084,1084
Special Assets,None,0.0,99.0,0.0,19675.103,172.07,-0.512,0.005,0.0,19846.666,27220.012000000002,0.0,0.0,0.0,0.0,27220.012000000002,-7544.909000000001,172.07,-0.512,0.005,0.0,-7373.346,0.0,0.0,0.0,0.0,0.0,97094.0,0.0,97094.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,56.0,10012342.0,1053,27,32,32
"Public, Healthcare, Education & Energy",Petroleum and Petroleum Products Merchant Wholesalers (Except Bulk Stations and Terminals),4.0,21.0,3442.562,35282.496,70344.271,52426.596,11184.926000000001,3442.562,172680.85100000002,3156.836,5322.321,5175.124,1212.3210000000001,601.004,15467.606000000002,32125.66,65021.95,47251.472,9972.605,2841.558,157213.245,13460000.0,5028760.0,235.0,152798.0,18691.0,950.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18691.0,0.0,0.0,0.0,0.0,145424.0,3900.0,3473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152798.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10630114.0,1055,28,2989,7932
"Public, Healthcare, Education & Energy",All Other Misc. Ambulatory Health Care Services,0.0,13.0,8352.926,184993.943,165134.716,107754.877,43082.72,8352.926,509319.18200000003,40530.185,51694.475999999995,43540.959,57005.971,18904.185,211675.776,144463.758,113440.24,64213.918,-13923.251,-10551.258999999998,297643.406,0.0,0.0,252638.0,238437.0,1033.0,3150.0,0.0,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033.0,0.0,0.0,0.0,0.0,169792.0,0.0,68643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238437.0,0.0,0.0,0.0,252638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10878197.0,1056,29,3928,1490
Special Assets,None,0.0,99.0,0.0,16494.836,967.816,-0.727,0.0,0.0,17461.925,1467.896,0.0,0.0,0.0,0.0,1467.896,15026.94,967.816,-0.727,0.0,0.0,15994.028999999999,0.0,0.0,0.0,0.0,0.0,21858.0,0.0,21858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,56.0,10013621.0,1057,30,4744,4744
Special Assets,"Heavy Construction, Not Elsewhere Classified",0.0,70.0,-1.125,110432.34800000001,35830.364,33451.296,7973.378000000001,-1.125,187686.26100000003,70108.524,47834.12,21677.522999999997,16727.509,0.9520000000000001,156348.628,40323.824,-12003.756000000001,11773.773000000001,-8754.131,-2.077,31337.632999999998,0.0,0.0,1689.0,169047.0,0.0,6276.0,0.0,6276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0,8971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165107.0,800.0,3139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169047.0,0.0,0.0,0.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10114536.0,1058,11,5596,6990
Trading Companies,General Contractors Industrial Buildings and Warehouses,1.0,17.0,9783.385,-86585.87800000001,23358.182999999997,9970.532,9498.229,9783.385,-33975.549,7672.749,10440.396,13124.99,5328.891,2210.114,38777.14,-94258.627,12917.787,-3154.458,4169.338,7573.271,-72752.689,1251000.0,834000.0,0.0,-45704.0,11817.0,-90.0,0.0,-90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11817.0,0.0,0.0,0.0,0.0,20912.0,0.0,0.0,0.0,0.0,0.0,-66618.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-45704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1060,2,7845,610
Real Estate,"Lessors of Real Property, not elsewhere classified",9.0,14.0,1619573.3590000002,717944.448,844185.823,768244.182,1083643.164,1619573.3590000002,5033590.976,297976.553,207567.93899999998,197146.74899999998,247119.879,293741.892,1243553.012,419967.895,636617.884,571097.433,836523.285,1325831.467,3790037.9639999997,20260835000.0,874000000.0,0.0,325166.0,0.0,4708421.0,0.0,4708421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293466.0,0.0,859.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30840.0,0.0,30840.0,0.0,0.0,0.0,0.0,294326.0,0.0,30840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10015381.0,1061,31,2723,2723
Services & Manufacturing,Engineering Services,1.0,17.0,81630.766,305335.807,245399.06399999998,210204.637,176530.539,81630.766,1019100.813,178116.138,186836.229,140894.642,87049.281,42695.611,635591.9010000001,127219.66900000001,58562.835,69309.995,89481.258,38935.155,383508.912,6602000.0,6600000.0,308148.0,469736.0,76025.0,140370.0,0.0,140370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74925.0,1100.0,0.0,0.0,0.0,360034.0,0.0,106181.0,0.0,0.0,0.0,3517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469736.0,0.0,0.0,0.0,308148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,1062,12,8069,8069
"Public, Healthcare, Education & Energy",Other General Government Support,0.0,0.0,1210.684,7315.746,14467.356000000002,6370.967,3348.73,1210.684,32713.482999999997,2956809.9469999997,4592880.607,4961081.887,4668388.6389999995,2210366.236,19389527.32,-2949494.2010000004,-4578413.251,-4954710.92,-4665039.909,-2209155.5519999997,-19356813.83,0.0,0.0,0.0,23090.0,0.0,3701.0,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22630.0,0.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,10015687.0,1063,32,2225,2225
